series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_height,support_pixels,guide_residual_px,evidence_status,segment_break,status,candidate_id,support_x_min,support_x_max,group_assignment_cost,competing_series,line_semantics
test-0deg,0.033739130434782584,119.3816306457808,8.695652173913021e-05,0.14095799206917548,321,123.0,0.5,2,0.39390616483994734,visible_pixel_support,False,visible_candidate,line-test-0deg-000077,,,,,
test-0deg,0.033913043478260844,119.3816306457808,8.695652173913021e-05,0.42287397620754064,322,123.0,1.5,4,0.2170820618884335,visible_pixel_support,False,visible_candidate,line-test-0deg-000078,,,,,
test-0deg,0.034086956521739105,119.9454626140575,8.695652173913021e-05,0.14095799206918969,323,121.0,0.5,1,1.189303719419982,visible_pixel_support,False,visible_candidate,line-test-0deg-000079,,,,,
test-0deg,0.034260869565217365,119.3816306457808,8.695652173913021e-05,0.14095799206917548,324,123.0,0.5,1,1.3868020729498625,visible_pixel_support,False,visible_candidate,line-test-0deg-000080,,,,,
test-0deg,0.035130434782608674,120.22737859819586,8.695652173913021e-05,0.14095799206918969,329,120.0,0.5,1,1.0,visible_pixel_support,True,visible_candidate,line-test-0deg-000081,,,,,
test-0deg,0.035478260869565195,120.5092945823342,8.695652173913021e-05,0.14095799206918969,331,119.0,0.5,1,0.9374812094607279,visible_pixel_support,True,visible_candidate,line-test-0deg-000082,,,,,
test-0deg,0.035652173913043456,120.79121056647257,8.695652173913021e-05,0.4228739762075264,332,118.0,1.5,2,0.3932282652941126,visible_pixel_support,False,visible_candidate,line-test-0deg-000083,,,,,
test-0deg,0.035826086956521716,121.07312655061092,8.695652173913021e-05,0.28191598413835095,333,117.0,1.0,2,0.15967457699436238,visible_pixel_support,False,visible_candidate,line-test-0deg-000084,,,,,
test-0deg,0.03652173913043476,122.20079048716434,8.695652173913021e-05,0.14095799206918969,337,113.0,0.5,1,2.457597910224578,visible_pixel_support,True,visible_candidate,line-test-0deg-000085,,,,,
test-0deg,0.03669565217391302,121.63695851888764,8.695652173913021e-05,0.28191598413836516,338,115.0,1.0,2,0.05360998026571906,visible_pixel_support,False,visible_candidate,line-test-0deg-000086,,,,,
test-0deg,0.03686956521739128,121.91887450302599,8.695652173913021e-05,0.14095799206918969,339,114.0,0.5,2,0.6582158432860581,visible_pixel_support,False,visible_candidate,line-test-0deg-000087,,,,,
test-0deg,0.03704347826086954,121.91887450302599,8.695652173913021e-05,0.28191598413835095,340,114.0,1.0,2,0.2714061484285253,visible_pixel_support,False,visible_candidate,line-test-0deg-000088,,,,,
test-0deg,0.0372173913043478,121.91887450302599,8.695652173913021e-05,0.14095799206918969,341,114.0,0.5,1,0.10682845516399198,visible_pixel_support,False,visible_candidate,line-test-0deg-000089,,,,,
test-0deg,0.03739130434782606,121.91887450302599,8.695652173913021e-05,0.42287397620754064,342,114.0,1.5,2,0.4764973183486063,visible_pixel_support,False,visible_candidate,line-test-0deg-000090,,,,,
test-0deg,0.03826086956521737,123.32845442371774,8.695652173913021e-05,0.14095799206918969,347,109.0,0.5,1,2.803317191848265,visible_pixel_support,True,visible_candidate,line-test-0deg-000091,,,,,
test-0deg,0.03843478260869563,123.32845442371774,8.695652173913021e-05,0.14095799206918969,348,109.0,0.5,1,2.484846403111902,visible_pixel_support,False,visible_candidate,line-test-0deg-000092,,,,,
test-0deg,0.03860869565217389,123.32845442371774,8.695652173913021e-05,0.42287397620754064,349,109.0,1.5,3,2.1748758987837107,visible_pixel_support,False,visible_candidate,line-test-0deg-000093,,,,,
test-0deg,0.03878260869565215,123.0465384395794,8.695652173913021e-05,0.42287397620754064,350,110.0,1.5,4,0.8733963280065922,visible_pixel_support,False,visible_candidate,line-test-0deg-000094,,,,,
test-0deg,0.03895652173913041,123.32845442371774,8.695652173913021e-05,0.28191598413835095,351,109.0,1.0,3,1.5803983399234482,visible_pixel_support,False,visible_candidate,line-test-0deg-000095,,,,,
test-0deg,0.03913043478260867,123.0465384395794,8.695652173913021e-05,0.14095799206917548,352,110.0,0.5,1,0.2958725836771663,visible_pixel_support,False,visible_candidate,line-test-0deg-000096,,,,,
test-0deg,0.03982608695652171,123.6103704078561,8.695652173913021e-05,0.14095799206918969,356,108.0,0.5,2,1.2423048599185478,visible_pixel_support,True,visible_candidate,line-test-0deg-000097,,,,,
test-0deg,0.03999999999999997,123.6103704078561,8.695652173913021e-05,0.14095799206918969,357,108.0,0.5,2,1.0,visible_pixel_support,False,visible_candidate,line-test-0deg-000098,,,,,
test-0deg,0.040173913043478233,123.89228639199446,8.695652173913021e-05,0.28191598413836516,358,107.0,1.0,3,1.7599307580174894,visible_pixel_support,False,visible_candidate,line-test-0deg-000099,,,,,
test-0deg,0.040347826086956494,123.6103704078561,8.695652173913715e-05,0.28191598413836516,359,108.0,1.0,2,0.5165208940719026,visible_pixel_support,False,visible_candidate,line-test-0deg-000100,,,,,
